Tidsmerke,Age,Experience,Gender,Which company do you work for?,Which company do you work for [Normalized]?,How many people work there in total?,How many in a technical position?,Current work,I see myself as primarily...,Which programming languages do you know?,Do you know any SQL-dialects?,Do you know any SQL-dialects? [Normalized],Bash,C,C#,C++,Clojure,CoffeeScript,Go,Groovy,Java,JavaScript,Objective-C,PHP,Python,Ruby,Scala,Swift,Your favourite,What motivates you to learn a new programming language?,"How many programming languages do you think a ""good"" programmer should know?"
28.08.2015 kl. 10.50.10,46-50,10,Male,Aftonbladet,Aftonbladet,600,100,"Bash, Java, JavaScript",a backend developer,"AWK, Bash, Java, JavaScript, Perl, Scala","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , SQL/PSM , PL/SQL , PL/pgSQL ",3,1,1,1,1,1,1,1,5,4,1,1,1,1,3,1,JavaScript,Need it for work,5
28.08.2015 kl. 10.54.57,31-35,8,Male,Aftonbladet,Aftonbladet,60,40,"Bash, Groovy, Java, JavaScript, Objective-C, PHP, Ruby, Swift",a fullstack developer,"Bash, C, C#, C++, Groovy, Java, JavaScript, Objective-C, PHP, Perl, Ruby, Swift, Visual Basic","SQL PL (IBM DB2), T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","SQL PL , T-SQL , SQL/PSM , PL/SQL , PL/pgSQL ",4,4,4,4,1,2,1,4,5,5,4,5,2,3,1,3,JavaScript,"Need it for work, Need it for non-work, Just to learn",5
28.08.2015 kl. 11.00.40,26-30,5,Male,Aftonbladet,Aftonbladet,300,80,"Bash, Java, JavaScript, PHP",a backend developer,"Java, JavaScript, PHP, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/SQL , PL/pgSQL ",2,2,3,2,1,1,1,2,4,3,1,4,1,1,2,1,Java,"Need it for work, Need it for non-work, Just to learn",2
28.08.2015 kl. 11.07.08,41-45,10,Male,Aftonbladet,Aftonbladet,300,60,"Bash, Java",a backend developer,"Bash, C, C++, Clojure, Groovy, Haskell, Java, JavaScript, Pascal, Perl, Prolog, Python, Scala","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB)","T-SQL , SQL/PSM ",4,3,2,2,2,1,1,3,5,3,1,1,1,1,4,1,Java,"Need it for work, Just to learn",4
28.08.2015 kl. 15.41.30,31-35,8,Male,Aftonbladet,Aftonbladet,200,100,"Java, JavaScript",a fullstack developer,"C, C#, C++, Erlang, Haskell, Java, JavaScript, Lua, PHP, Python, Scala",PL/pgSQL (PostgreSQL),PL/pgSQL ,2,2,3,2,1,3,2,1,4,5,1,4,2,1,2,1,JavaScript,"Need it for work, Need it for non-work, Just to learn",3
31.08.2015 kl. 11.26.45,36-40,9,Male,Aftonbladet,Aftonbladet,400,90,"Bash, Java, JavaScript",a fullstack developer,"Bash, Java, JavaScript, Scala",PL/pgSQL (PostgreSQL),PL/pgSQL ,3,1,1,1,1,2,1,2,5,5,1,2,2,1,4,1,JavaScript,Just to learn,4
03.09.2015 kl. 12.53.52,36-40,10,Male,Aftonbladet,Aftonbladet,370,60,JavaScript,a fullstack developer,"Bash, C, C#, C++, CoffeeScript, Common Lisp, Haskell, Java, JavaScript, PHP, Pascal, Perl, PowerShell, Python, Ruby, Visual Basic",T-SQL (Microsoft / Sybase),T-SQL ,2,4,4,3,1,2,1,1,3,4,1,2,2,2,2,2,JavaScript,Need it for work,5
15.09.2015 kl. 11.35.30,41-45,10,Male,Aftonbladet,Aftonbladet,400,80,"Bash, Java, JavaScript",devops,"AWK, Bash, C, C#, C++, CoffeeScript, Go, Groovy, Java, JavaScript, PHP, Perl, PowerShell, Prolog, Python, Ruby, Scala, Tcl, Visual Basic","SQL PL (IBM DB2), T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL), PL/PSM (PostgreSQL)","SQL PL , T-SQL , SQL/PSM , PL/SQL , PL/pgSQL , PL/PSM ",3,2,2,2,1,2,1,2,5,5,1,1,3,3,2,1,JavaScript,it often starts with an idea that I can't resist persuing,5
15.09.2015 kl. 13.17.53,31-35,4,Male,Aftonbladet,Aftonbladet,100,40,"Java, JavaScript",a fullstack developer,"C, C#, C++, Common Lisp, Erlang, Go, Groovy, Haskell, Java, JavaScript, PHP, PostScript, PowerShell, Python, Ruby, Rust, Scala, Swift","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL/PSM , PL/SQL ",2,2,2,2,2,1,2,2,4,4,1,4,4,3,2,2,Go,Just to learn,10
29.09.2015 kl. 09.50.05,51-55,10,Male,Aftonbladet,Aftonbladet,400,80,"Bash, Java, JavaScript, PHP",a fullstack developer,"Bash, Clojure, Java, JavaScript, Objective-C, PHP, Perl, Scala, Simula, Tcl","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL/PSM , PL/SQL ",2,1,1,1,2,2,1,1,4,5,2,3,1,1,3,1,Java,"Need it for work, Just to learn",10
03.09.2015 kl. 12.14.00,26-30,6,Male,Avito,Avito,55,15,"C, Go, JavaScript, PHP",a backend developer,"Bash, C, C#, C++, PHP, Python, Ruby, Visual Basic","PSQL (Interbase / Firebird), T-SQL (Microsoft / Sybase), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","PSQL , T-SQL , PL/SQL , PL/pgSQL ",3,4,4,3,1,1,2,1,3,4,1,5,3,2,1,1,Go,"Need it for work, Just to learn",4
28.08.2015 kl. 12.48.32,26-30,6,Male,AVITO SCM,Avito,50,13,"Bash, C, C++, JavaScript, PHP",a fullstack developer,"Bash, C, C++, JavaScript, PHP, Pascal, Perl, Python, Ruby","PSQL (Interbase / Firebird), SQL PL (IBM DB2), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL), PL/PSM (PostgreSQL)","PSQL , SQL PL , SQL/PSM , PL/SQL , PL/pgSQL , PL/PSM ",5,4,2,4,1,1,2,3,3,5,2,5,4,4,3,2,JavaScript,"Need it for non-work, Just to learn",6
03.09.2015 kl. 10.27.50,−25,6,Male,Avito.ma,Avito,50,15,"Bash, C, Go, JavaScript, PHP, Python, Ruby, Perl",a fullstack developer,"Bash, C, C++, Go, Java, JavaScript, PHP, Perl, Python, Ruby, Scala","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL), PL/PSM (PostgreSQL)","T-SQL , SQL/PSM , PL/SQL , PL/pgSQL , PL/PSM ",4,4,3,4,1,4,5,4,4,5,2,5,5,5,4,1,Go,"Need it for work, Need it for non-work, Just to learn, and Benchmarking",5
03.09.2015 kl. 15.35.44,26-30,4,Male,Avito.ma,Avito,50,12,"C, JavaScript, PHP",a fullstack developer,"Bash, C, C#, C++, Java, JavaScript, PHP, Python, Visual Basic","PSQL (Interbase / Firebird), T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","PSQL , T-SQL , SQL/PSM , PL/pgSQL ",2,4,3,2,1,1,1,1,3,4,1,4,2,1,1,1,JavaScript,"Need it for work, Need it for non-work, Just to learn",
15.09.2015 kl. 11.15.42,26-30,2,Male,Avito.ma,Avito,70,20,"Bash, C, JavaScript, PHP, html, css",a backend developer,"Bash, C, C#, C++, Cobra, Java, JavaScript, Objective-C, PHP, Pascal, PowerShell, Prolog, Visual Basic","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , SQL/PSM , PL/SQL , PL/pgSQL ",4,3,4,3,1,1,1,1,3,4,3,5,2,1,1,1,PHP,"Need it for work, Need it for non-work, Just to learn",5
28.08.2015 kl. 16.08.21,31-35,8,Male,Bergens Tidende,Bergens Tidende,150,12,"JavaScript, PHP",Product manager,"CoffeeScript, JavaScript, PHP, Ruby","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,2,1,1,1,1,2,1,1,1,3,2,3,2,2,1,1,JavaScript,Just to learn,
15.09.2015 kl. 11.43.50,36-40,9,Male,Bergens tidende,Bergens tidende,150,12,"JavaScript, PHP, Python",a fullstack developer,"C, C++, Java, JavaScript, PHP, Perl, PostScript, PowerShell, Python, R, Visual Basic","SQL PL (IBM DB2), SPL (IBM Informix), T-SQL (Microsoft / Sybase), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","SQL PL , SPL , T-SQL , PL/SQL , PL/pgSQL ",4,3,1,3,1,2,1,1,4,4,2,4,3,1,1,1,JavaScript,Just to learn,1
28.08.2015 kl. 10.43.49,26-30,8,Male,Blocket,Blocket,160,40,"Java, Objective-C, Python, Ruby",a frontend developer,"Java, Objective-C, PHP, Python, Ruby, Swift","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,4,2,1,1,1,1,1,1,3,2,5,4,3,3,1,3,Swift,Need it for work,5
28.08.2015 kl. 10.46.50,36-40,10,Male,Blocket,Blocket,170,70,"Bash, C, C++, Java, JavaScript, Objective-C, PHP, Python, Swift, Perl, SQL, TMPL",a Hacker,"Bash, C, C#, C++, Cobra, Groovy, Java, JavaScript, Lua, Objective-C, PHP, Pascal, Perl, PowerShell, Python, Visual Basic, x86 assembler, TMPL ","T-SQL (Microsoft / Sybase), PL/pgSQL (PostgreSQL), SQLite","T-SQL , PL/pgSQL , SQLite",5,5,2,3,1,2,2,2,4,5,3,3,3,2,2,2,C,Need it for work,1
28.08.2015 kl. 10.57.50,41-45,10,Male,Blocket,Blocket,150,55,"Bash, C",a backend developer,"AWK, Bash, C, C++, Common Lisp, Java, JavaScript, Objective-C, PHP, Perl, Python, Ruby, Swift, Visual Basic, VBScript","SQL PL (IBM DB2), T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","SQL PL , T-SQL , SQL/PSM , PL/SQL , PL/pgSQL ",3,5,1,3,1,1,1,1,4,2,2,5,2,2,1,2,C,"Need it for work, Need it for non-work",6
28.08.2015 kl. 12.45.16,26-30,10,Rather not say,Blocket,Blocket,160,70,"Bash, C, Go, JavaScript, PHP, Python",a fullstack developer,"AWK, Bash, C, C#, C++, Go, Hack, Java, JavaScript, Objective-C, PHP, Pascal, Perl, Python, Visual Basic","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , SQL/PSM , PL/SQL , PL/pgSQL ",5,5,4,4,1,1,4,1,4,5,2,5,5,2,1,1,C,That it's good for something I wanna do,1
28.08.2015 kl. 12.53.32,26-30,9,Male,Blocket,Blocket,160,50,"Bash, C, Java, PHP, Python",a backend developer,"AWK, Bash, C, C#, C++, Go, Java, JavaScript, Lua, Objective-C, PHP, Perl, Python, Ruby","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",4,3,1,1,1,1,4,1,2,2,2,3,4,1,1,1,Go,Just to learn,1
28.08.2015 kl. 13.08.53,31-35,7,Male,Blocket,Blocket,160,50,"Bash, C, JavaScript, PHP, Python, the blocket platform's crappy template language",a fullstack developer,"Bash, C, C#, C++, CoffeeScript, Go, Haskell, Java, JavaScript, Lua, Objective-C, PHP, Perl, Python, Ruby, Rust, Swift, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",4,3,2,1,1,4,2,1,3,5,4,5,5,3,1,3,Python,"Need it for work, Need it for non-work, Just to learn",4
28.08.2015 kl. 13.09.13,36-40,6,Male,Blocket,Blocket,160,60,"Bash, C, JavaScript, PHP, Python",a fullstack developer,"Bash, C, Java, JavaScript, PHP, Python","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",3,4,1,2,1,1,1,1,4,4,1,4,4,1,1,1,Python,"Need it for work, Just to learn",10
28.08.2015 kl. 14.52.53,41-45,10,Rather not say,Blocket,Blocket,150,50,"C, PHP, Python, plpgsql",a backend developer,"AWK, Bash, C, C#, C++, Common Lisp, F#, Go, Haskell, Java, JavaScript, PHP, Pascal, Perl, Pike, Prolog, Python, Ruby, Tcl",PL/pgSQL (PostgreSQL),PL/pgSQL ,4,5,4,5,1,1,2,1,4,3,1,5,4,2,1,1,C++,"Need it for work, Need it for non-work",6
03.09.2015 kl. 10.17.07,31-35,9,Male,Blocket,Blocket,150,40,"Bash, C, JavaScript, PHP, Python, Blocket tmpl...",a backend developer,"AWK, Bash, C, C#, C++, Haskell, Java, JavaScript, Julia, PHP, Perl, Python, R, Tcl, Visual Basic","PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","PL/SQL , PL/pgSQL ",4,2,1,2,1,1,1,1,3,3,1,3,4,1,1,1,Python,Just to learn,10
28.09.2015 kl. 15.13.16,31-35,6,Male,Blocket,Blocket,150,50,"Bash, C, PHP, Python, PL/pgSQL, tmpl, make",a backend developer,"Bash, C, C++, Common Lisp, Java, JavaScript, PHP, Perl, Prolog, Python",PL/pgSQL (PostgreSQL),PL/pgSQL ,4,5,1,4,1,1,1,1,3,2,1,3,4,1,1,1,C++,"Need it for work, Just to learn",
03.09.2015 kl. 10.28.33,31-35,9,Male,Blocket AB,Blocket,150,50,"Bash, C, JavaScript, PHP, Ruby",a fullstack developer,"AWK, Bash, C, C++, CoffeeScript, Common Lisp, Elixir, Erlang, Forth, Haskell, Java, JavaScript, Lua, OCaml, PHP, Pascal, Perl, PostScript, PowerShell, Prolog, Python, R, Ruby, Scheme, Visual Basic, Standard ML,  Cuda, OpenCL","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",3,3,2,3,2,3,2,2,3,3,1,3,3,3,2,1,OCaml,"Need it for work, Need it for non-work, Just to learn",1
03.09.2015 kl. 10.06.23,26-30,4,Male,Blocket Jobb,Blocket,40,8,"Bash, C, Java, JavaScript, PHP, Python, Ruby, template",a fullstack developer,"Bash, C, C++, Haskell, Java, JavaScript, Lua, PHP, Perl, Python, Ruby, template","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",3,3,1,3,1,1,1,1,5,5,1,4,3,4,1,1,Rust,"Need it for work, Need it for non-work, Just to learn, it's not template",1
29.08.2015 kl. 09.16.32,31-35,8,Male,DF Marketplace,DF Marketplace,100,35,"Bash, Java, PHP, Python",devops,"Bash, C++, Erlang, Java, JavaScript, PHP, Python, Ruby, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL/PSM , PL/SQL ",3,2,2,3,1,1,1,2,4,2,1,2,3,2,1,1,Go,Just to learn,6
28.08.2015 kl. 10.44.15,31-35,7,Male,Eiendomsprofil,Eiendomsprofil,4,1,"JavaScript, PHP",a fullstack developer,"C#, Java, JavaScript, PHP","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL), what about noSQL, not relevant? (mongodb, etc)","SQL/PSM , PL/pgSQL ",1,1,3,2,1,1,1,1,4,4,2,5,1,1,1,1,JavaScript,Need it for work,3
28.08.2015 kl. 10.37.17,26-30,10,Male,Ekhanei.com,Ekhanei.com,18,11,"Bash, C, JavaScript, PHP, Python, Ruby",a fullstack developer,"Bash, C, C#, Java, JavaScript, PHP, Perl, Python, Ruby","PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","PL/SQL , PL/pgSQL ",3,4,4,2,1,1,1,1,3,5,1,5,2,2,1,1,PHP,Just to learn,5
28.08.2015 kl. 14.18.19,36-40,7,Male,Fædrelandsvennen,Fædrelandsvennen,100,4,"JavaScript, PHP",a fullstack developer,"Bash, C, C#, C++, CoffeeScript, Java, JavaScript, Objective-C, PHP, Perl, PostScript, Python, R, Ruby, Swift, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL/PSM , PL/SQL ",2,3,3,4,1,4,1,1,4,5,2,4,3,3,2,2,JavaScript,Just to learn,4
31.08.2015 kl. 15.56.34,31-35,5,Male,Finca raiz,Fincaraiz,35,15,"C#, Java, JavaScript",a backend developer,"C#, C++, Java, JavaScript, PHP",T-SQL (Microsoft / Sybase),T-SQL ,3,2,4,3,1,1,1,1,4,4,1,3,1,1,1,1,Java,"Need it for work, Just to learn",3
31.08.2015 kl. 16.03.25,51-55,10,Male,Fincaraiz,Fincaraiz,60,11,"C++, My position does not involve programming",I.T.,"C++, Pascal, Visual Fox","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,Visual Fox,Just to learn,1
01.09.2015 kl. 15.06.57,26-30,7,Male,Fincaraiz,Fincaraiz,40,9,"C#, JavaScript",a fullstack developer,"C, C#, C++, Java, JavaScript, PHP, Visual Basic","SQL PL (IBM DB2), SPL (IBM Informix), T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL PL , SPL , T-SQL , SQL/PSM , PL/SQL ",1,2,5,2,1,1,1,1,2,4,1,2,1,1,1,1,C#,Just to learn,2
31.08.2015 kl. 16.24.44,36-40,10,Male,Fincaraiz Colombia,Fincaraiz,80,10,"My position does not involve programming, T-SQL",database developer,"Java, JavaScript, Visual Basic, Delphi, Cool:Plex, HTML","T-SQL (Microsoft / Sybase), PL/SQL (Oracle)","T-SQL , PL/SQL ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,T-SQL,"Need it for work, nothing",1
31.08.2015 kl. 15.45.15,31-35,10,Male,fincaraiz.com.co,Fincaraiz,70,11,"C#, JavaScript",architect and fullstack developer,"C#, C++, Java, JavaScript",T-SQL (Microsoft / Sybase),T-SQL ,1,2,5,3,1,1,2,1,3,5,1,2,1,1,1,1,C#,"Need it for work, Just to learn",3
31.08.2015 kl. 15.53.24,26-30,4,Male,fincaraiz.com.co,Fincaraiz,80,10,"C#, JavaScript",a frontend developer,"C#, JavaScript, PHP, Python, Visual Basic",T-SQL (Microsoft / Sybase),T-SQL ,2,2,4,2,1,3,1,1,2,4,1,2,3,2,1,1,JavaScript,Just to learn,5
31.08.2015 kl. 16.03.20,31-35,10,Male,Fincarraiz.com.co,Fincaraiz,100,8,C#,a fullstack developer,"C, C#, C++, Io, Java, JavaScript, Objective-C, PHP","T-SQL (Microsoft / Sybase), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , PL/SQL , PL/pgSQL ",1,2,5,2,1,1,1,1,3,4,3,3,1,1,1,1,C#,Just to learn,3
28.08.2015 kl. 10.37.36,41-45,10,Male,FINN,FINN,150,300,Java,a backend developer,"Bash, C, C++, Fortran, Groovy, Java, JavaScript, PHP, Pascal, R, Scala, Simula","T-SQL (Microsoft / Sybase), PL/SQL (Oracle)","T-SQL , PL/SQL ",2,2,2,2,1,1,1,3,5,3,1,3,1,1,2,1,Java,Need it for work,6
28.08.2015 kl. 10.43.27,36-40,10,Male,FINN,FINN,450,130,"Java, Python",a backend developer,"Bash, C, C++, Clojure, Erlang, Fortran, Go, Groovy, Haskell, Java, JavaScript, PHP, Pascal, Perl, Prolog, Python, Ruby, Simula, Tcl","T-SQL (Microsoft / Sybase), PL/SQL (Oracle)","T-SQL , PL/SQL ",3,3,1,3,2,2,2,4,5,3,1,2,5,3,2,1,Python,"Need it for non-work, Just to learn",6
28.08.2015 kl. 10.53.15,26-30,4,Male,FINN,FINN,400,200,"Groovy, Java, JavaScript",a fullstack developer,"Bash, C, C#, Groovy, Java, JavaScript, Python","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL/PSM , PL/SQL ",3,3,2,2,1,3,1,4,5,4,1,4,2,2,1,1,Java,"Need it for work, Need it for non-work",4
28.08.2015 kl. 10.54.43,36-40,8,Male,finn,FINN,450,150,"Java, Scala",a backend developer,"AWK, Bash, C, C#, C++, Clojure, Common Lisp, Elm, Groovy, Haskell, Java, JavaScript, Lua, PHP, Pascal, Perl, PowerShell, Prolog, Python, Ruby, Scala, Visual Basic","SQL PL (IBM DB2), PL/SQL (Oracle)","SQL PL , PL/SQL ",3,3,2,3,2,2,1,3,5,3,1,3,3,2,5,1,Scala,"Need it for work, Just to learn",10
28.08.2015 kl. 10.54.43,46-50,10,Male,FINN,FINN,400,100,"Groovy, Java, JavaScript, Ruby",a backend developer,"Bash, C, C++, Clojure, Groovy, Haskell, Java, JavaScript, Pascal, Python, Ruby, Scala, Scheme, Simula, Smalltalk",PL/SQL (Oracle),PL/SQL ,2,3,1,3,2,1,1,5,5,4,1,1,4,3,3,1,Java,"Need it for work, Just to learn",5
28.08.2015 kl. 10.58.29,36-40,10,Male,Finn,FINN,300,130,"Java, JavaScript",a frontend developer,"Java, JavaScript, Objective-C",SQL PL (IBM DB2),SQL PL ,2,1,3,1,1,2,1,1,2,4,2,1,1,1,1,2,JavaScript,"Need it for work, Need it for non-work, Just to learn",5
28.08.2015 kl. 11.05.20,36-40,7,Male,FINN,FINN,400,150,"Java, JavaScript",a fullstack developer,"C, C++, Java, JavaScript","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",2,4,3,3,1,3,1,1,5,4,3,2,2,2,2,1,Java,Just to learn,3
28.08.2015 kl. 11.26.05,31-35,10,Male,Finn,FINN,400,130,"Java, JavaScript",a frontend developer,"C, CoffeeScript, Java, JavaScript, Python, Ruby",,,2,2,1,1,1,3,1,1,4,5,1,2,5,3,2,1,Python,Just to learn,3
28.08.2015 kl. 11.36.59,36-40,10,Male,Finn,FINN,400,120,"Bash, Groovy, Java, JavaScript",a fullstack developer,"Bash, C, Clojure, Groovy, Java, JavaScript, PHP",PL/pgSQL (PostgreSQL),PL/pgSQL ,2,2,1,1,3,1,1,3,5,4,2,3,2,2,2,1,Java,Just to learn,5
28.08.2015 kl. 12.08.18,41-45,10,Male,FINN,FINN,450,120,"Bash, Groovy, Java, JavaScript, Python, Ruby",a fullstack developer,"AWK, Bash, C, C++, Clojure, Go, Groovy, Java, JavaScript, Pascal, Python, Ruby, Scala","PL/SQL (Oracle), SAP HANA (SAP)","PL/SQL , SAP HANA ",4,4,2,4,2,2,2,4,5,3,1,1,3,4,3,1,Clojure,"Need it for work, Need it for non-work",
28.08.2015 kl. 13.53.17,31-35,5,Male,Finn,FINN,300,120,"Bash, Java, Scala",a backend developer,"Bash, C, C#, Common Lisp, Java, JavaScript, PHP, Python, Ruby, Scala, Scheme","PSQL (Interbase / Firebird), SQL PL (IBM DB2), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","PSQL , SQL PL , PL/SQL , PL/pgSQL ",5,3,3,3,2,2,1,1,4,3,1,3,4,3,4,1,Scala,"Need it for work, Need it for non-work, Just to learn, It makes automating something easier",5
28.08.2015 kl. 14.21.41,31-35,7,Male,FINN,FINN,420,130,"Bash, Java, Python, Scala",a fullstack developer,"AWK, Bash, C, C++, Fortran, Groovy, Java, JavaScript, Kotlin, Lua, PHP, Pascal, Perl, Python, R, Ruby, Scala, Vala","PSQL (Interbase / Firebird), T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL), PL/PSM (PostgreSQL)","PSQL , T-SQL , SQL/PSM , PL/SQL , PL/pgSQL , PL/PSM ",5,3,2,3,1,4,2,4,5,5,1,5,5,3,5,1,Python,"Need it for work, Need it for non-work, Just to learn",5
01.09.2015 kl. 13.36.44,51-55,8,Male,finn,FINN,450,100,"Groovy, Java, JavaScript",a frontend developer,"Bash, C, C#, C++, Go, Groovy, Java, JavaScript, Objective-C, PHP, Perl, Ruby, Scala, Simula, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL/PSM , PL/SQL ",2,2,3,2,1,1,2,4,5,3,2,1,1,3,2,2,Groovy,Just to learn,5
01.09.2015 kl. 15.56.29,26-30,2,Male,FINN,FINN,400,150,"Groovy, Java, JavaScript, Ruby",a backend developer,"AWK, Bash, C, C++, Java, JavaScript, PHP, Perl, Ruby","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL), PL/PSM (PostgreSQL)","T-SQL , SQL/PSM , PL/pgSQL , PL/PSM ",3,4,2,3,1,1,1,5,5,4,1,5,2,2,1,1,Java,Just to learn,5
02.09.2015 kl. 08.25.22,36-40,10,Male,FINN,FINN,450,120,"Objective-C, Swift",a frontend developer,"Java, JavaScript, Objective-C, PHP, Perl, Ruby, Swift",PL/SQL (Oracle),PL/SQL ,3,2,1,2,1,2,1,1,4,4,5,3,1,4,1,5,Swift,"Need it for work, Need it for non-work",6
02.09.2015 kl. 13.06.52,46-50,10,Male,FINN,FINN,15,10,"Groovy, Java, JavaScript, Ruby",a backend developer,"C, C#, C++, Clojure, Groovy, Java, JavaScript, Ruby, Scala, Visual Basic","T-SQL (Microsoft / Sybase), PL/SQL (Oracle)","T-SQL , PL/SQL ",2,3,4,3,2,1,2,4,5,4,1,3,2,2,3,1,Haskell,Just to learn,6
03.09.2015 kl. 09.46.01,36-40,10,Male,FINN,FINN,450,130,"Bash, Java, JavaScript, Perl",a backend developer,"AWK, Bash, C, C#, C++, Clojure, Common Lisp, Erlang, F#, Go, Groovy, Haskell, Java, JavaScript, OCaml, Objective-C, PHP, Pascal, Perl, PostScript, Prolog, Python, R, Ruby, Rust, Scala, Scheme, Simula, Tcl, Visual Basic, Racket","T-SQL (Microsoft / Sybase), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , PL/SQL , PL/pgSQL ",3,3,3,3,2,1,2,2,5,4,2,4,3,3,4,2,Scala,"Need it for work, Need it for non-work, Just to learn",4
03.09.2015 kl. 10.54.09,41-45,10,Male,FINN,FINN,400,150,"Bash, Java, JavaScript, Scala",a backend developer,"Bash, Java, PHP, Scala",just SQL,,3,1,1,1,1,1,1,1,5,3,1,2,2,2,5,1,Scala,"new posibilities, new features, new paradigms",3
03.09.2015 kl. 12.34.34,46-50,10,Male,Finn,FINN,500,120,"Java, JavaScript",a backend developer,"Bash, C, Erlang, Fortran, Haskell, Java, JavaScript, PHP, Pascal, Python","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/SQL , PL/pgSQL ",3,2,1,2,2,1,1,1,5,4,1,3,2,1,2,1,Erlang,,
04.09.2015 kl. 10.36.58,31-35,8,Male,FINN,FINN,430,130,"Groovy, Java",a backend developer,"Bash, Groovy, Java, JavaScript, Pascal, Ruby","T-SQL (Microsoft / Sybase), PL/pgSQL (PostgreSQL)","T-SQL , PL/pgSQL ",3,2,1,2,1,1,1,4,5,3,1,2,2,2,2,1,Java,"Need it for work, Need it for non-work, Just to learn",5
